SchoolID,School,District
35,Jefferson Elementary School,Corvallis SD 509J
721,Jefferson Elementary School,Jefferson SD 14J
413,Jefferson Elementary School,Medford SD 549C
723,Jefferson High School,Jefferson SD 14J
913,Jefferson High School,Portland SD 1J
722,Jefferson Middle School,Jefferson SD 14J
110,Jennings Lodge Elementary School,Oregon City SD 62
3352,Jewell School,Jewell SD 8
383,Jewett Elementary School,Central Point SD 6
4342,Joan Austin Elementary School,Newberg SD 29J
278,John C Fremont Middle School,Douglas County SD 4
794,John F Kennedy High School,Mt Angel SD 91
114,John McLoughlin Elementary School,Oregon City SD 62
4476,John Muir Elementary School ,Ashland SD 5
258,John Tuck Elementary School,Redmond SD 2J
136,John Wetten Elementary School,Gladstone SD 115
691,Jordan Valley Elementary School,Jordan Valley SD 3
712,Jordan Valley High School,Jordan Valley SD 3
1087,Joseph Charter School,Joseph SD 6
459,Joseph Conger Elementary School,Klamath Falls City Schools
1133,Joseph Gale Elementary School,Forest Grove SD 15
279,Joseph Lane Middle School,Douglas County SD 4
2807,Josephine County Jail,Grants Pass SD 7
765,Judson Middle School,Salem-Keizer SD 24J
597,Junction City High School,Junction City SD 69
246,Juniper Elementary School,Bend-LaPine Administrative SD 1
700,Juntura Elementary School,Juntura SD 12
4603,Kairos - Coastline,North Bend SD 13
1782,Kairos - New Beginnings,Three Rivers/Josephine County SD
3150,Kairos - Three Bridges,Three Rivers/Josephine County SD
5218,Kairos PDX,Portland SD 1J
4858,Kalapuya Elementary School,Salem-Keizer SD 24J
3566,Kalapuya High School,Bethel SD 52
236,Kalmiopsis Elementary School,Brookings-Harbor SD 17C
5,Keating Elementary School,Baker SD 5J
747,Keizer Elementary School,Salem-Keizer SD 24J
1313,Kelly Creek Elementary School,Gresham-Barlow SD 10J
864,Kelly Elementary School,Portland SD 1J
518,Kelly Middle School,Eugene SD 4J
99,Kelso Elementary School,Oregon Trail SD 46
416,Kennedy Elementary School,Medford SD 549C
746,Kennedy Elementary School,Salem-Keizer SD 24J
519,Kennedy Middle School,Eugene SD 4J
474,Keno Elementary School,Klamath County SD
953,Kerr Youth Center/Wynne Watts School ,Multnomah ESD
2522,Kids and Company of Linn County (KIDCO) Head Start,ODE Head Start
5205,Kids Unlimited Academy,Medford SD 549C
866,King Elementary School,Portland SD 1J
3440,Kings Valley Charter School,Philomath SD 17J
1166,Kinnaman Elementary School,Beaverton SD 48J
2808,Klamath County Jail,Klamath Falls City Schools
2839,Klamath County Juvenile,ODE JDEP District
2523,Klamath Family Head Start,ODE Head Start
487,Klamath Union High School,Klamath Falls City Schools
1257,Klamath Youth Development Center,Klamath Falls City Schools
169,Knappa High School,Knappa SD 4
4822,KNOVA Reynolds Public Charter School,Reynolds SD 7
1073,La Grande High School,La Grande SD 1
1072,La Grande Middle School,La Grande SD 1
671,Lacomb School,Lebanon Community SD 9
994,LaCreole Middle School,Dallas SD 2
1150,Ladd Acres Elementary School,Hillsboro SD 1J
640,Lafayette Elementary School,Greater Albany Public SD 8J
2809,Lake County Jail,Lake County SD 7
3147,Lake Creek Learning Center,Eagle Point SD 9
2312,Lake ESD EI/ECSE,Douglas ESD EI/ECSE (Area 3)
55,Lake Grove Elementary School,Lake Oswego SD 7J
59,Lake Oswego Middle School,Lake Oswego SD 7J
61,Lake Oswego Senior High School,Lake Oswego SD 7J
62,Lakeridge High School,Lake Oswego SD 7J
60,Lakeridge Middle School,Lake Oswego SD 7J
492,Lakeview Senior High School,Lake County SD 7
3375,Lamb Elementary School,Salem-Keizer SD 24J
2841,Lane County Dept of Youth,ODE JDEP District
2810,Lane County Jail,Eugene SD 4J
1243,Lane Middle School,Portland SD 1J
2317,Lane Regional Program,Lane ESD
245,LaPine Elementary School,Bend-LaPine Administrative SD 1
1310,LaPine Middle School,Bend-LaPine Administrative SD 1
253,LaPine Senior High School,Bend-LaPine Administrative SD 1
577,Latham Elementary School,South Lane SD 45J3
595,Laurel Elementary School,Junction City SD 69
4731,Laurel Ridge Middle School,Sherwood SD 88J
868,Laurelhurst Elementary School,Portland SD 1J
1317,Lava Ridge Elementary School,Bend-LaPine Administrative SD 1
5060,Le Monde French Immersion Public Charter School,Portland SD 1J
4464,Leadership and Entrepreneurship Public Charter High School,Portland SD 1J
688,Lebanon High School,Lebanon Community SD 9
869,Lee Elementary School,Portland SD 1J
3526,Lee Elementary School,Salem-Keizer SD 24J
1800,Legacy Emanuel Hospital (educational program),Multnomah ESD
1110,Lenox Elementary School,Hillsboro SD 1J
870,Lent Elementary School,Portland SD 1J
766,Leslie Middle School,Salem-Keizer SD 24J
4764,Lewelling Elementary School,North Clackamas SD 12
147,Lewis & Clark Elementary School,Astoria SD 1
3569,Lewis & Clark Elementary School,St Helens SD 502
4667,Lewis and Clark Montessori Charter School,Gresham-Barlow SD 10J
871,Lewis Elementary School,Portland SD 1J
641,Liberty Elementary School,Greater Albany Public SD 8J
749,Liberty Elementary School,Salem-Keizer SD 24J
1013,Liberty Elementary School,Tillamook SD 9
4018,Liberty High School,Hillsboro SD 1J
4846,Lifeways Inc,InterMountain ESD
1284,Lifeworks Northwest,Northwest Regional ESD
3615,Lighthouse Charter School,North Bend SD 13
3240,Lincoln City Career Technical High School,Lincoln County SD
2811,Lincoln County Jail,Lincoln County SD
2842,Lincoln County Juvenile,ODE JDEP District
36,Lincoln Elementary School,Corvallis SD 509J
437,Lincoln Elementary School,Grants Pass SD 7
1267,Lincoln Elementary School,Woodburn SD 103
914,Lincoln High School,Portland SD 1J
266,Lincoln Middle School,Oakland SD 1
579,Lincoln Middle School,South Lane SD 45J3
975,Lincoln Park Elementary School,David Douglas SD 40
1046,Lincoln Primary School,Pendleton SD 16
448,Lincoln Savage Middle School,Three Rivers/Josephine County SD
189,Lincoln School of Early Learning,Coquille SD 8
4642,Lincoln Street Elementary School,Hillsboro SD 1J
2812,Linn County Jail,Greater Albany Public SD 8J
2843,Linn County Juvenile Detention,ODE JDEP District
38,Linus Pauling Middle School,Corvallis SD 509J
4765,Linwood Elementary School,North Clackamas SD 12
872,Llewellyn Elementary School,Portland SD 1J
4821,Logos Public Charter School,Medford SD 549C
578,London School,South Lane SD 45J3
414,Lone Pine Elementary School,Medford SD 549C
3366,Long Creek School,Long Creek SD 17
313,Lookingglass Elementary School,Winston-Dillard SD 116
449,Lorna Byrne Middle School,Three Rivers/Josephine County SD
486,Lost River High School,Klamath County SD
2994,Lourdes School,Scio SD 95
599,Lowell Junior/Senior High School,Lowell SD 71
5056,Lowrie Primary School,West Linn-Wilsonville SD 3J
3461,Luckiamute Valley Charter School,Dallas SD 2
598,Lundy Elementary School,Lowell SD 71
989,Lyle Elementary School,Dallas SD 2
959,Lynch Meadows Elementary School,Centennial SD 28J
964,Lynch View Elementary School,Centennial SD 28J
965,Lynch Wood Elementary School,Centennial SD 28J
259,M A Lynch Elementary School,Redmond SD 2J
1219,Mabel Rush Elementary School,Newberg SD 29J
196,Madison Elementary School,Coos Bay SD 9
915,Madison High School,Portland SD 1J
520,Madison Middle School,Eugene SD 4J
434,Madras High School,Jefferson County SD 509J
430,Madras Primary School,Jefferson County SD 509J
450,Madrona Elementary School,Three Rivers/Josephine County SD
4593,Madrone Trail Public Charter School,Medford SD 549C
586,Malabon Elementary School,Bethel SD 52
2526,Malheur County Child Development Center OPP Head Start Site ,ODE Head Start
2813,Malheur County Jail,Vale SD 84
2324,Malheur ESD EI/ECSE,InterMountain ESD EI/ECSE-Umatilla (Area 1)
475,Malin Elementary School,Klamath County SD
451,Manzanita Elementary School,Three Rivers/Josephine County SD
550,Maple Elementary School,Springfield SD 19
568,Mapleton Elementary School,Mapleton SD 32
569,Mapleton Jr/Sr High School,Mapleton SD 32
873,Maplewood Elementary School,Portland SD 1J
603,Marcola Elementary School,Marcola SD 79J
948,Margaret Scott Elementary School,Reynolds SD 7
656,Mari-Linn Elementary School,North Santiam SD 29J
2814,Marion County Jail,Salem-Keizer SD 24J
2846,Marion County Juvenile Detention,ODE JDEP District
715,Mark Twain Middle School,Silver Falls SD 4J
1278,Markham Elementary School,Portland SD 1J
1338,Marshall High School,Bend-LaPine Administrative SD 1
201,Marshfield Senior High School,Coos Bay SD 9
1137,Mary Woodward Elementary School,Tigard-Tualatin SD 23J
875,Marysville Elementary School,Portland SD 1J
1108,Maupin Elementary School,South Wasco County SD 1
696,May Roberts Elementary School,Ontario SD 8C
362,May Street Elementary School,Hood River County SD
488,Mazama High School,Klamath County SD
182,McBride Elementary School,St Helens SD 502
522,McCornack Elementary School,Eugene SD 4J
311,McGovern Elementary School,Winston-Dillard SD 116
1047,McKay Creek Elementary School,Pendleton SD 16
1168,McKay Elementary School,Beaverton SD 48J
771,McKay High School,Salem-Keizer SD 24J
593,McKenzie Elementary School,McKenzie SD 68
594,McKenzie High School,McKenzie SD 68
1169,McKinley Elementary School,Beaverton SD 48J
750,McKinley Elementary School,Salem-Keizer SD 24J
1064,McLoughlin High School,Milton-Freewater Unified SD 7
422,McLoughlin Middle School,Medford SD 549C
1234,McMinnville High School,McMinnville SD 40
1032,McNary Heights Elementary School,Umatilla SD 6R
772,McNary High School,Salem-Keizer SD 24J
1182,Meadow Park Middle School,Beaverton SD 48J
2264,Meadow View School,Bethel SD 52
274,Melrose Elementary School,Douglas County SD 4
1230,Memorial Elementary School,McMinnville SD 40
642,Memorial Middle School,Greater Albany Public SD 8J
976,Menlo Park Elementary School,David Douglas SD 40
1246,Merrick School,Clackamas ESD
476,Merrill Elementary School,Klamath County SD
431,Metolius Elementary School,Jefferson County SD 509J
4740,Metro East Web Academy,Gresham-Barlow SD 10J
916,Metropolitan Learning Center,Portland SD 1J
3029,Metsker Heights at Rainbow Family Services,Willamette ESD
1140,Metzger Elementary School,Tigard-Tualatin SD 23J
363,Mid Valley Elementary School,Hood River County SD
2527,Mid-Columbia Childrens Council Inc,ODE Head Start
3222,Middleton Elementary School,Sherwood SD 88J
977,Mill Park Elementary School,David Douglas SD 40
3215,Miller Elementary School,Salem-Keizer SD 24J
197,Millicoma School,Coos Bay SD 9
461,Mills Elementary School,Klamath Falls City Schools
4369,Milwaukie Academy of the Arts,North Clackamas SD 12
73,Milwaukie Elementary School,North Clackamas SD 12
86,Milwaukie High School,North Clackamas SD 12
1116,Minter Bridge Elementary School,Hillsboro SD 1J
176,Mist Elementary School,Vernonia SD 47J
3404,Mitchell School,Mitchell SD 55
604,Mohawk High School,Marcola SD 79J
94,Molalla Elementary School,Molalla River SD 35
142,Molalla High School,Molalla River SD 35
4745,Molalla River Academy,Molalla River SD 35
95,Molalla River Middle School,Molalla River SD 35
999,Monmouth Elementary School,Central SD 13J
1321,Monroe Grade School,Monroe SD 1J
43,Monroe High School,Monroe SD 1J
524,Monroe Middle School,Eugene SD 4J
2258,Monroe School,ODE YCEP District
1170,Montclair Elementary School,Beaverton SD 48J
3350,Monument School,Monument SD 8
1117,Mooberry Elementary School,Hillsboro SD 1J
753,Morningside Elementary School,Salem-Keizer SD 24J
1648,Morrison Center Counterpoint Program,Multnomah ESD
2275,Morrison Child & Family Services, Breakthrough,Portland SD 1J
1279,Morrison Child & Family Services, Hand In Hand ,Portland SD 1J
1095,Mosier Community School,North Wasco County SD 21
4849,Mosier Middle School,North Wasco County SD 21
1264,Mount Scott Elementary School,North Clackamas SD 12
5252,Mountain View Academy,Lowell SD 71
1183,Mountain View Middle School,Beaverton SD 48J
1221,Mountain View Middle School,Newberg SD 29J
252,Mountain View Senior High School,Bend-LaPine Administrative SD 1
792,Mt Angel Middle School,Mt Angel SD 91
1649,Mt Hood Community College Head Start Mt Hood Site,ODE Head Start
2832,Mt Nebo Alt Ed,ODE JDEP District
877,Mt Tabor Middle School,Portland SD 1J
554,Mt Vernon Elementary School,Springfield SD 19
37,Mt View Elementary School,Corvallis SD 509J
121,Mulino Elementary School,Molalla River SD 35
3579,Multi-sensory Instruction Teaching Children Hands-On (MITCH),Tigard-Tualatin SD 23J
3490,Multisensory Learning Academy,Reynolds SD 7
2815,Multnomah County Jail,Portland SD 1J
754,Myers Elementary School,Salem-Keizer SD 24J
290,Myrtle Creek Elementary School,South Umpqua SD 19
214,Myrtle Crest School,Myrtle Point SD 41
215,Myrtle Point High School,Myrtle Point SD 41
96,Naas Elementary School,Oregon Trail SD 46
1303,Nancy Ryles Elementary School,Beaverton SD 48J
1022,Neah-Kah-Nie High School,Neah-Kah-Nie SD 56
4481,Neah-Kah-Nie Middle School,Neah-Kah-Nie SD 56
1021,Nehalem Elementary School,Neah-Kah-Nie SD 56
2529,Neighborhood House,ODE Head Start
2929,NeighborImpact,ODE Head Start
1126,Neil Armstrong Middle School,Forest Grove SD 15
796,Nellie Muir Elementary School,Woodburn SD 103
1023,Nestucca High School,Nestucca Valley SD 101J
1019,Nestucca Valley Elementary,Nestucca Valley SD 101J
4041,Network Charter School,Eugene SD 4J
4004,New Urban High School,North Clackamas SD 12
1222,Newberg Senior High School,Newberg SD 29J
2260,Newbridge High School,ODE YCEP District
1231,Newby Elementary School,McMinnville SD 40
627,Newport High School,Lincoln County SD
625,Newport Intermediate School,Lincoln County SD
615,Newport Preparatory Academy,Lincoln County SD
1281,Nickerson Center ADTP,Portland SD 1J
127,Ninety-One School,Canby SD 86
4202,Nixyaawii Community School,Pendleton SD 16
3129,NORCOR Education Detention Center,ODE JDEP District
637,North Albany Elementary School,Greater Albany Public SD 8J
638,North Albany Middle School,Greater Albany Public SD 8J
205,North Bay Elementary School,North Bend SD 13
208,North Bend Middle School,North Bend SD 13
209,North Bend Senior High School,North Bend SD 13
4199,North Central ESD Early Education Head Start,ODE Head Start
2296,North Central ESD EI/ECSE - Gilliam,High Desert ESD EI/ECSE - Deschutes (Area 2)
2364,North Central ESD EI/ECSE-Sherman,High Desert ESD EI/ECSE - Deschutes (Area 2)
2380,North Central ESD EI/ECSE-Wheeler,High Desert ESD EI/ECSE - Deschutes (Area 2)
4234,North Columbia Academy,Rainier SD 13
296,North Douglas Elementary School,North Douglas SD 22
297,North Douglas High School,North Douglas SD 22
536,North Eugene High School,Eugene SD 4J
938,North Gresham Elementary School,Gresham-Barlow SD 10J
1289,North Lake School,North Lake SD 14
726,North Marion High School,North Marion SD 15
724,North Marion Intermediate School,North Marion SD 15
725,North Marion Middle School,North Marion SD 15
3146,North Marion Primary School,North Marion SD 15
424,North Medford High School,Medford SD 549C
438,North Middle School,Grants Pass SD 7
1190,North Plains Elementary School,Hillsboro SD 1J
3365,North Powder Charter School,North Powder SD 8J
773,North Salem High School,Salem-Keizer SD 24J
457,North Valley High School,Three Rivers/Josephine County SD
2286,Northwest Regional Education Service District, Columbia Serv,Northwest Regional ESD
2365,Northwest Regional Education Service District, Tillamook Ser,Northwest Regional ESD
2377,Northwest Regional Program,Northwest Regional ESD
702,Nyssa Elementary School,Nyssa SD 26
704,Nyssa High School,Nyssa SD 26
703,Nyssa Middle School,Nyssa SD 26
1288,Oak Creek Elementary School,Lake Oswego SD 7J
643,Oak Elementary School,Greater Albany Public SD 8J
2376,Oak Grove Academy,Northwest Regional ESD
3342,Oak Grove Elementary,North Clackamas SD 12
639,Oak Grove Elementary School,Greater Albany Public SD 8J
415,Oak Grove Elementary School,Medford SD 549C
666,Oak Heights Elementary School,Sweet Home SD 55
1171,Oak Hills Elementary School,Beaverton SD 48J
990,Oakdale Heights Elementary School,Dallas SD 2
267,Oakland Elementary School,Oakland SD 1
268,Oakland High School,Oakland SD 1
596,Oaklea Middle School,Junction City SD 69
600,Oakridge Elementary School,Oakridge SD 76
602,Oakridge High School,Oakridge SD 76
601,Oakridge Junior High School,Oakridge SD 76
262,Obsidian Middle School,Redmond SD 2J
217,Ocean Crest Elementary School,Bandon SD 54
2387,Ocean Dunes High School,ODE YCEP District
617,Oceanlake Elementary School,Lincoln County SD
221,Ochoco Elementary School,Crook County SD
116,Ogden Middle School,Oregon City SD 62
614,Olalla Center for Children & Families,Lincoln County SD
1271,Old Mill Center for Children & Families,Linn Benton Lincoln ESD
962,Oliver Elementary School,Centennial SD 28J
699,Ontario High School,Ontario SD 8C
698,Ontario Middle School,Ontario SD 8C
3451,Opal School of the Portland Children's Museum,Portland SD 1J
3528,Optimum Learning Environment Charter School,Salem-Keizer SD 24J
370,Orchard Hill Elementary School,Phoenix-Talent SD 4
4672,Oregon Child Development Coalition (OCDC) of Jackson County,ODE Head Start
4673,Oregon Child Development Coalition (OCDC) of Klamath County,ODE Head Start
2530,Oregon Child Development Coalition (OCDC) of Marion County,ODE Head Start
4196,Oregon Child Development Coalition (OCDC) of Washington Coun,ODE Head Start
118,Oregon City Senior High School,Oregon City SD 62
2735,Oregon City Service Learning Academy,Oregon City SD 62
3990,Oregon Coast Technology School,North Bend SD 13
4399,Oregon Connections Academy,Scio SD 95
1832,Oregon School for the Deaf,Oregon Department of Education
5299,Oregon State Hospital - Junction City Campus,Lane ESD
1819,Oregon State Hospital Portland (educational program),Multnomah ESD
2334,Oregon State Hospital Salem (educational program),Willamette ESD
1380,Oregon State University Child Development Center,ODE Head Start
4820,Oregon Trail  Academy,Oregon Trail SD 46
4766,Oregon Trail Elementary School,North Clackamas SD 12
4690,Oregon Virtual Academy,North Bend SD 13
5062,Oregon Virtual Education - East,Sherman County SD
5061,Oregon Virtual Education - West,Gaston SD 511J
3160,Orenco Elementary School,Hillsboro SD 1J
159,Otto Petersen Elementary School,Scappoose SD 1J
229,Pacific High School,Port Orford-Langlois SD 2CJ
3360,Paisley School,Paisley SD 11
364,Parkdale Elementary School,Hood River County SD
963,Parklane Elementary School,Centennial SD 28J
931,Parkrose High School,Parkrose SD 3
930,Parkrose Middle School,Parkrose SD 3
1351,Parkside Elementary,Grants Pass SD 7
767,Parrish Middle School,Salem-Keizer SD 24J
880,Parry Center for Children,Portland SD 1J
3584,Parry Center SCIP,Portland SD 1J
384,Patrick Elementary School,Central Point SD 6
1233,Patton Middle School,McMinnville SD 40
3159,Paul L Patterson Elementary School,Hillsboro SD 1J
222,Paulina School,Crook County SD
462,Pelican Elementary School,Klamath Falls City Schools
1052,Pendleton High School,Pendleton SD 16
879,Peninsula Elementary School,Portland SD 1J
636,Periwinkle Elementary School,Greater Albany Public SD 8J
3378,Perrydale School,Perrydale SD 21
477,Peterson Elementary School,Klamath County SD
4435,Philander Lee Elementary School,Canby SD 86
20,Philomath Elementary School,Philomath SD 17J
22,Philomath High School,Philomath SD 17J
21,Philomath Middle School,Philomath SD 17J
371,Phoenix Elementary School,Phoenix-Talent SD 4
374,Phoenix High School,Phoenix-Talent SD 4
4391,Phoenix School,Douglas County SD 4
249,Pilot Butte Middle School,Bend-LaPine Administrative SD 1
1027,Pilot Rock Elementary School,Pilot Rock SD 2
1028,Pilot Rock High School,Pilot Rock SD 2
347,Pine Creek Elementary School,Pine Creek SD 5
15,Pine Eagle Charter School,Pine Eagle SD 61
3947,Pine Ridge Elementary,Bend-LaPine Administrative SD 1
407,Pinehurst Elementary School,Pinehurst SD 94
697,Pioneer Elementary School,Ontario SD 8C
3504,Pioneer School,Lebanon Community SD 9
4392,Pioneer Secondary Alternative High School,Crook County SD
500,Pleasant Hill Elementary School,Pleasant Hill SD 1
502,Pleasant Hill High School,Pleasant Hill SD 1
966,Pleasant Valley Elementary School,Centennial SD 28J
497,Plush Elementary School,Plush SD 18
1260,Polk ADTC,Dallas SD 2
2816,Polk County Jail,Dallas SD 2
4646,Ponderosa Elementary,Bend-LaPine Administrative SD 1
463,Ponderosa Middle School,Klamath Falls City Schools
4400,Portland Arthur Academy Charter School,Portland SD 1J
2531,Portland Public Schools Head Start,ODE Head Start
4534,Portland Village School,Portland SD 1J
223,Powell Butte Community Charter School,Crook County SD
939,Powell Valley Elementary School,Gresham-Barlow SD 10J
210,Powers Elementary School,Powers SD 31
211,Powers High School,Powers SD 31
3349,Prairie City School,Prairie City SD 4
3567,Prairie Mountain School,Bethel SD 52
780,Pratum Elementary School,Silver Falls SD 4J
925,Prescott Elementary School,Parkrose SD 3
756,Pringle Elementary School,Salem-Keizer SD 24J
4108,Project LISTO Even Start,Southern Oregon ESD
3356,Prospect Charter School,Prospect SD 59
5270,Providence Pediatric Nursing Facility,Portland SD 1J
87,Putnam High School,North Clackamas SD 12
4643,Quatama Elementary School,Hillsboro SD 1J
1196,R A Brown Middle School,Hillsboro SD 1J
247,R E Jewell Elementary School,Bend-LaPine Administrative SD 1
174,Rainier Jr/Sr High School,Rainier SD 13
1172,Raleigh Hills Elementary School,Beaverton SD 48J
1173,Raleigh Park Elementary School,Beaverton SD 48J
3448,REALMS (Rimrock Expeditionary Alternative Learning Middle Sc,Bend-LaPine Administrative SD 1
139,Redland Elementary School,Oregon City SD 62
263,Redmond High School,Redmond SD 2J
4729,Redmond Proficiency Academy,Redmond SD 2J
439,Redwood Elementary School,Grants Pass SD 7
310,Reedsport Community Charter School,Reedsport SD 105
1149,Reedville Elementary School,Hillsboro SD 1J
4818,Renaissance Public Academy,Molalla River SD 35
4079,Resource Link Charter School,Coos Bay SD 9
4216,Reynolds Arthur Academy,Reynolds SD 7
957,Reynolds High School,Reynolds SD 7
1343,Reynolds Learning Academy,Reynolds SD 7
1254,Reynolds Middle School,Reynolds SD 7
385,Richardson Elementary School,Central Point SD 6
883,Richmond Elementary School,Portland SD 1J
757,Richmond Elementary School,Salem-Keizer SD 24J
304,Riddle Elementary School,Riddle SD 70
305,Riddle High School,Riddle SD 70
3233,Ridgeline Montessori,Eugene SD 4J
553,Ridgeview Elementary School,Springfield SD 19
5058,Ridgeview High School,Redmond SD 2J
1174,Ridgewood Elementary School,Beaverton SD 48J
1299,Rieke Elementary School,Portland SD 1J
884,Rigler Elementary School,Portland SD 1J
231,Riley Creek Elementary School,Central Curry SD 1
56,River Grove Elementary School,Lake Oswego SD 7J
525,River Road/El Camino del Rio Elementary School,Eugene SD 4J
1352,Riverbend Elementary School,Springfield SD 19
2386,RiverBend High School,ODE YCEP District
985,Riverdale Grade School,Riverdale SD 51J
1345,Riverdale High School,Riverdale SD 51J
4856,Rivers Edge Academy Charter School,Rogue River SD 35
440,Riverside Elementary School,Grants Pass SD 7
76,Riverside Elementary School,North Clackamas SD 12
820,Riverside Junior/Senior High School,Morrow SD 1
3503,Riverview School,Lebanon Community SD 9
716,Robert Frost Elementary School,Silver Falls SD 4J
1827,Robert S Farrell High School,ODE YCEP District
4596,Roberts High School,Salem-Keizer SD 24J
1175,Rock Creek Elementary School,Beaverton SD 48J
4767,Rock Creek Middle School,North Clackamas SD 12
3132,Rockville Elementary School,Jordan Valley SD 3
1036,Rocky Heights Elementary School,Hermiston SD 8
399,Rogue River Elementary School,Rogue River SD 35
401,Rogue River Junior/Senior High,Rogue River SD 35
4232,Ron Russell Middle School,David Douglas SD 40
465,Roosevelt Elementary School,Klamath Falls City Schools
417,Roosevelt Elementary School,Medford SD 549C
918,Roosevelt High School,Portland SD 1J
526,Roosevelt Middle School,Eugene SD 4J
829,Rosa Parks Elementary School,Portland SD 1J
280,Roseburg High School,Douglas County SD 4
4703,Rosedale Elementary School,Hillsboro SD 1J
2787,Rosemont Ridge Middle School,West Linn-Wilsonville SD 3J
885,Roseway Heights School,Portland SD 1J
4793,Rosland Elementary,Bend-LaPine Administrative SD 1
84,Rowe Middle School,North Clackamas SD 12
418,Ruch Elementary School,Medford SD 549C
128,Rural Dell Elementary School,Molalla River SD 35
926,Russell Elementary,Parkrose SD 3
886,Sabin Elementary School,Portland SD 1J
2734,Sabin-Schellenberg Professional-Technical Center,North Clackamas SD 12
927,Sacramento Elementary School,Parkrose SD 3
1789,SAFE Center School,Springfield SD 19
4581,Sage Community School,Klamath County SD
256,Sage Elementary School,Redmond SD 2J
5305,SAGE Youth Residential Program,Portland SD 1J
759,Salem Heights Elementary School,Salem-Keizer SD 24J
3542,Salem-Keizer Prekindergarten Head Start,ODE Head Start
3989,Salish Ponds Elementary School,Reynolds SD 7
987,Sam Barlow High School,Gresham-Barlow SD 10J
814,Sam Boardman Elementary School,Morrow SD 1
618,Sam Case Elementary School,Lincoln County SD
386,Sams Valley Elementary School,Central Point SD 6
4024,Samuel Brown Academy,Gervais SD 1
3505,Sand Ridge Charter School,Lebanon Community SD 9
1333,Sandstone Middle School,Hermiston SD 8
100,Sandy Grade School,Oregon Trail SD 46
141,Sandy High School,Oregon Trail SD 46
681,Santiam Elementary School,Santiam Canyon SD 129J
683,Santiam Junior/Senior High School,Santiam Canyon SD 129J
958,Sauvie Island Academy,Scappoose SD 1J
162,Scappoose High School,Scappoose SD 1J
161,Scappoose Middle School,Scappoose SD 1J
388,Scenic Middle School,Central Point SD 6
760,Schirle Elementary School,Salem-Keizer SD 24J
2781,Scholls Heights Elementary School,Beaverton SD 48J
1314,School of Science & Technology,Beaverton SD 48J
678,Scio High School,Scio SD 95
677,Scio Middle School,Scio SD 95
887,Scott Elementary School,Portland SD 1J
741,Scott Elementary School,Salem-Keizer SD 24J
785,Scotts Mills Elementary School,Silver Falls SD 4J
4713,Scouters Mountain Elementary,North Clackamas SD 12
152,Seaside Heights Elementary School,Seaside SD 10
154,Seaside High School,Seaside SD 10
4212,Self Enhancement, Inc/SEI Academy,Portland SD 1J
888,Sellwood Middle School,Portland SD 1J
330,Seneca Elementary School,John Day SD 3
674,Seven Oak Middle School,Lebanon Community SD 9
1270,Sexton Mountain Elementary School,Beaverton SD 48J
393,Shady Cove School,Eagle Point SD 9
478,Shasta Elementary School,Klamath County SD
587,Shasta Middle School,Bethel SD 52
928,Shaver Elementary School,Parkrose SD 3
538,Sheldon High School,Eugene SD 4J
4833,Sheridan AllPrep Academy,Sheridan SD 48J
1237,Sheridan High School,Sheridan SD 48J
2728,Sheridan Japanese School,Sheridan SD 48J
2732,Sheridan Spartan Academy,Sheridan SD 48J
1009,Sherman Elementary School,Sherman County SD
1010,Sherman Junior/Senior High School,Sherman County SD
4220,Sherwood Charter School,Sherwood SD 88J
1048,Sherwood Heights Elementary School,Pendleton SD 16
1193,Sherwood High School,Sherwood SD 88J
1192,Sherwood Middle School,Sherwood SD 88J
1806,Shriners Hospital (educational program) ,Multnomah ESD
4468,Siletz Valley Early College Academy,Lincoln County SD
4038,Siletz Valley Schools,Lincoln County SD
795,Silver Crest Elementary School,Silver Falls SD 4J
812,Silverton High School,Silver Falls SD 4J
4702,Silvies River Charter School,Frenchglen SD 16
264,Sisters Elementary School,Sisters SD 6
1294,Sisters High School,Sisters SD 6
1293,Sisters Middle School,Sisters SD 6
3369,Sitka Academy,Willamette ESD
889,Sitton Elementary School,Portland SD 1J
609,Siuslaw Elementary School,Siuslaw SD 97J
610,Siuslaw High School,Siuslaw SD 97J
608,Siuslaw Middle School,Siuslaw SD 97J
3217,Sky View Middle School,Bend-LaPine Administrative SD 1
890,Skyline Elementary School,Portland SD 1J
2733,Sojourner School,North Clackamas SD 12
650,South Albany High School,Greater Albany Public SD 8J
7,South Baker Intermediate School,Baker SD 5J
2287,South Coast ESD EI/ECSE - Coos/Curry,Linn-Benton-Lincoln ESD EI/ECSE (Area 4)
3037,South Coast Head Start,ODE Head Start
4221,South Columbia Family School,Scappoose SD 1J
539,South Eugene High School,Eugene SD 4J
2385,South Jetty High School,ODE YCEP District
1198,South Meadows Middle School,Hillsboro SD 1J
423,South Medford High School,Medford SD 549C
441,South Middle School,Grants Pass SD 7
1014,South Prairie Elementary School,Tillamook SD 9
775,South Salem High School,Salem-Keizer SD 24J
645,South Shore Elementary School,Greater Albany Public SD 8J
293,South Umpqua High School,South Umpqua SD 19
1109,South Wasco County High School,South Wasco County SD 1
4562,Southern Oregon ESD EI/ECSE-Josephine ,Douglas ESD EI/ECSE (Area 3)
1487,Southern Oregon Head Start,ODE Head Start
2303,Southern Oregon Regional Program,Southern Oregon ESD
2783,Southridge High School,Beaverton SD 48J
4604,Southwest Charter School,Oregon Department of Education
